locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMANJED_03945	CDS	906	yijE			putative cystine transporter YijE
JKMANJED_03946	CDS	618				hypothetical protein
JKMANJED_03947	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
JKMANJED_03948	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
JKMANJED_03949	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
JKMANJED_03950	CDS	1080	manP_2		COG1299	PTS system mannose-specific EIIBCA component
JKMANJED_03951	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
JKMANJED_03952	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
JKMANJED_03953	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
JKMANJED_03954	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
JKMANJED_03955	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
JKMANJED_03956	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
JKMANJED_03957	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
JKMANJED_03958	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
JKMANJED_03959	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
JKMANJED_03960	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
JKMANJED_03961	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
JKMANJED_03962	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
JKMANJED_03963	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
JKMANJED_03964	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
JKMANJED_03965	CDS	360	yijD			Inner membrane protein YijD
JKMANJED_03966	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
JKMANJED_03967	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
JKMANJED_03968	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
JKMANJED_03969	rRNA	1538				16S ribosomal RNA
JKMANJED_03970	tRNA	76				tRNA-Glu(ttc)
JKMANJED_03971	rRNA	2901				23S ribosomal RNA
JKMANJED_03972	rRNA	111				5S ribosomal RNA
JKMANJED_03973	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JKMANJED_03974	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JKMANJED_03975	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
JKMANJED_03976	tRNA	76				tRNA-Thr(tgt)
JKMANJED_03977	tRNA	85				tRNA-Tyr(gta)
JKMANJED_03978	tRNA	75				tRNA-Gly(tcc)
JKMANJED_03979	tRNA	76				tRNA-Thr(ggt)
JKMANJED_03980	CDS	1185	tufB		COG0050	Elongation factor Tu 2
JKMANJED_03981	CDS	384	secE		COG0690	Protein translocase subunit SecE
JKMANJED_03982	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
JKMANJED_03983	CDS	429	rplK		COG0080	50S ribosomal protein L11
JKMANJED_03984	CDS	705	rplA		COG0081	50S ribosomal protein L1
JKMANJED_03985	CDS	498	rplJ		COG0244	50S ribosomal protein L10
JKMANJED_03986	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
JKMANJED_03987	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
JKMANJED_03988	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
JKMANJED_03989	CDS	540	htrC			Heat shock protein C
JKMANJED_03990	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
JKMANJED_03991	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
JKMANJED_03992	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
JKMANJED_03993	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
JKMANJED_03994	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
JKMANJED_03995	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
JKMANJED_03996	CDS	477	rsd		COG3160	Regulator of sigma D
JKMANJED_03997	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
JKMANJED_03998	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
JKMANJED_03999	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
JKMANJED_04000	CDS	591			COG3068	putative protein
JKMANJED_04001	CDS	273	hupA			DNA-binding protein HU-alpha
JKMANJED_04002	CDS	636				hypothetical protein
JKMANJED_04003	CDS	426	zraP		COG3678	Zinc resistance-associated protein
JKMANJED_04004	CDS	1398	zraS	2.7.13.3		Sensor protein ZraS
JKMANJED_04005	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
JKMANJED_04006	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JKMANJED_04007	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
JKMANJED_04008	rRNA	1538				16S ribosomal RNA
JKMANJED_04009	tRNA	76				tRNA-Glu(ttc)
JKMANJED_04010	rRNA	2901				23S ribosomal RNA
JKMANJED_04011	rRNA	111				5S ribosomal RNA
JKMANJED_04012	CDS	384				hypothetical protein
JKMANJED_04013	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
JKMANJED_04014	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
JKMANJED_04015	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
JKMANJED_04016	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
JKMANJED_04017	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
JKMANJED_04018	CDS	2187				hypothetical protein
JKMANJED_04019	CDS	825	iclR		COG1414	Transcriptional repressor IclR
JKMANJED_04020	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
JKMANJED_04021	CDS	1632				hypothetical protein
JKMANJED_04022	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
JKMANJED_04023	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
JKMANJED_04024	CDS	273				hypothetical protein
JKMANJED_04025	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
JKMANJED_04026	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
JKMANJED_04027	CDS	243				hypothetical protein
JKMANJED_04028	CDS	639	gfcB_2			putative lipoprotein GfcB
JKMANJED_04029	CDS	738				hypothetical protein
JKMANJED_04030	CDS	2097				hypothetical protein
JKMANJED_04031	CDS	411	psiE		COG3223	Protein PsiE
JKMANJED_04032	CDS	1476	xylE			D-xylose-proton symporter
JKMANJED_04033	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
JKMANJED_04034	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
JKMANJED_04035	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
JKMANJED_04036	CDS	96				hypothetical protein
JKMANJED_04037	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
JKMANJED_04038	CDS	1341	lamB		COG4580	Maltoporin
JKMANJED_04039	CDS	921				hypothetical protein
JKMANJED_04040	CDS	153				hypothetical protein
JKMANJED_04041	CDS	195				hypothetical protein
JKMANJED_04042	CDS	1329	sopA	2.3.2.26		E3 ubiquitin-protein ligase SopA
JKMANJED_04043	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
JKMANJED_04044	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
JKMANJED_04045	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
JKMANJED_04046	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
JKMANJED_04047	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
JKMANJED_04048	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
JKMANJED_04049	CDS	210				hypothetical protein
JKMANJED_04050	CDS	516	zur		COG0735	Zinc uptake regulation protein
JKMANJED_04051	CDS	255				hypothetical protein
JKMANJED_04052	CDS	708				hypothetical protein
JKMANJED_04053	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
JKMANJED_04054	CDS	243	pspG			Phage shock protein G
JKMANJED_04055	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
JKMANJED_04056	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
JKMANJED_04057	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
JKMANJED_04058	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
JKMANJED_04059	CDS	204				hypothetical protein
JKMANJED_04060	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
JKMANJED_04061	CDS	417				hypothetical protein
JKMANJED_04062	CDS	357	yjbR		COG2315	putative protein YjbR
JKMANJED_04063	CDS	2823	uvrA		COG0178	UvrABC system protein A
JKMANJED_04064	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
JKMANJED_04065	CDS	282				hypothetical protein
JKMANJED_04066	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
JKMANJED_04067	CDS	324	soxS			Regulatory protein SoxS
JKMANJED_04068	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
JKMANJED_04069	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
JKMANJED_04070	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
JKMANJED_04071	CDS	1293				hypothetical protein
JKMANJED_04072	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
JKMANJED_04073	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
JKMANJED_04074	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKMANJED_04075	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
JKMANJED_04076	CDS	567	nrfB			Cytochrome c-type protein NrfB
JKMANJED_04077	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
JKMANJED_04078	CDS	957				hypothetical protein
JKMANJED_04079	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
JKMANJED_04080	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
JKMANJED_04081	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
JKMANJED_04082	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
JKMANJED_04083	CDS	690				hypothetical protein
JKMANJED_04084	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
JKMANJED_04085	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
JKMANJED_04086	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
JKMANJED_04087	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
JKMANJED_04088	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
JKMANJED_04089	CDS	276				hypothetical protein
JKMANJED_04090	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
JKMANJED_04091	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
JKMANJED_04092	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
JKMANJED_04093	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
JKMANJED_04094	CDS	1533	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
JKMANJED_04095	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
JKMANJED_04096	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
JKMANJED_04097	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
JKMANJED_04098	CDS	330				hypothetical protein
JKMANJED_04099	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
JKMANJED_04100	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
JKMANJED_04101	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
JKMANJED_04102	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
JKMANJED_04103	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
JKMANJED_04104	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
JKMANJED_04105	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
JKMANJED_04106	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
JKMANJED_04107	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
JKMANJED_04108	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
JKMANJED_04109	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
JKMANJED_04110	CDS	369	phnE		COG3639	Phosphate-import permease protein PhnE
JKMANJED_04111	CDS	1017				hypothetical protein
JKMANJED_04112	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
JKMANJED_04113	CDS	444				hypothetical protein
JKMANJED_04114	CDS	336				hypothetical protein
JKMANJED_04115	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
JKMANJED_04116	CDS	879				hypothetical protein
JKMANJED_04117	CDS	1503	proP			Proline/betaine transporter
JKMANJED_04118	CDS	90				hypothetical protein
JKMANJED_04119	CDS	1101	basS	2.7.13.3		Sensor protein BasS
JKMANJED_04120	CDS	669	basR			Transcriptional regulatory protein BasR
JKMANJED_04121	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
JKMANJED_04122	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
JKMANJED_04123	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
JKMANJED_04124	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
JKMANJED_04125	CDS	909	melR_2			Melibiose operon regulatory protein
JKMANJED_04126	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
JKMANJED_04127	CDS	1410	melB		COG2211	Melibiose carrier protein
JKMANJED_04128	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
JKMANJED_04129	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
JKMANJED_04130	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
JKMANJED_04131	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
JKMANJED_04132	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
JKMANJED_04133	CDS	231				hypothetical protein
JKMANJED_04134	CDS	273	yjdJ		COG2388	putative protein YjdJ
JKMANJED_04135	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
JKMANJED_04136	CDS	174	ghoT			Toxin GhoT
JKMANJED_04137	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
JKMANJED_04138	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
JKMANJED_04139	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
JKMANJED_04140	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
JKMANJED_04141	CDS	1539	cadC		COG3710	Transcriptional activator CadC
JKMANJED_04142	tRNA	76				tRNA-Phe(gaa)
JKMANJED_04143	CDS	576				hypothetical protein
JKMANJED_04144	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
JKMANJED_04145	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
JKMANJED_04146	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
JKMANJED_04147	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
JKMANJED_04148	CDS	477				hypothetical protein
JKMANJED_04149	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
JKMANJED_04150	CDS	294	groS		COG0234	10 kDa chaperonin
JKMANJED_04151	CDS	1647	groL			60 kDa chaperonin
JKMANJED_04152	CDS	354				hypothetical protein
JKMANJED_04153	CDS	870				hypothetical protein
JKMANJED_04154	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
JKMANJED_04155	CDS	567	efp		COG0231	Elongation factor P
JKMANJED_04156	CDS	126				hypothetical protein
JKMANJED_04157	CDS	147				hypothetical protein
JKMANJED_04158	CDS	318	gdx		COG2076	Guanidinium exporter
JKMANJED_04159	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
JKMANJED_04160	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
JKMANJED_04161	CDS	360	frdD		COG3080	Fumarate reductase subunit D
JKMANJED_04162	CDS	396	frdC		COG3029	Fumarate reductase subunit C
JKMANJED_04163	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
JKMANJED_04164	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
JKMANJED_04165	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
JKMANJED_04166	CDS	1458	yjeM			Inner membrane transporter YjeM
JKMANJED_04167	CDS	315				hypothetical protein
JKMANJED_04168	CDS	303	yjeO			Inner membrane protein YjeO
JKMANJED_04169	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
JKMANJED_04170	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JKMANJED_04171	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
JKMANJED_04172	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
JKMANJED_04173	tRNA	76				tRNA-Gly(gcc)
JKMANJED_04174	tRNA	76				tRNA-Gly(gcc)
JKMANJED_04175	tRNA	76				tRNA-Gly(gcc)
JKMANJED_04176	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
JKMANJED_04177	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
JKMANJED_04178	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
JKMANJED_04179	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
JKMANJED_04180	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
JKMANJED_04181	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JKMANJED_04182	CDS	309	hfq		COG1923	RNA-binding protein Hfq
JKMANJED_04183	CDS	1281	hflX		COG2262	GTPase HflX
JKMANJED_04184	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
JKMANJED_04185	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
JKMANJED_04186	CDS	198				hypothetical protein
JKMANJED_04187	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
JKMANJED_04188	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
JKMANJED_04189	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
JKMANJED_04190	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
JKMANJED_04191	CDS	402				hypothetical protein
JKMANJED_04192	CDS	699				hypothetical protein
JKMANJED_04193	CDS	660				hypothetical protein
JKMANJED_04194	CDS	399				hypothetical protein
JKMANJED_04195	CDS	639				hypothetical protein
JKMANJED_04196	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
JKMANJED_04197	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
JKMANJED_04198	CDS	276				hypothetical protein
JKMANJED_04199	CDS	330	bsmA			Lipoprotein BsmA
JKMANJED_04200	CDS	750				hypothetical protein
JKMANJED_04201	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
JKMANJED_04202	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
JKMANJED_04203	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
JKMANJED_04204	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
JKMANJED_04205	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
JKMANJED_04206	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
JKMANJED_04207	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
JKMANJED_04208	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
JKMANJED_04209	CDS	276				hypothetical protein
JKMANJED_04210	CDS	396	rpsF		COG0360	30S ribosomal protein S6
JKMANJED_04211	CDS	315	priB		COG2965	Primosomal replication protein N
JKMANJED_04212	CDS	228	rpsR		COG0238	30S ribosomal protein S18
JKMANJED_04213	CDS	450	rplI		COG0359	50S ribosomal protein L9
JKMANJED_04214	CDS	795				hypothetical protein
JKMANJED_04215	CDS	327				hypothetical protein
JKMANJED_04216	CDS	639				hypothetical protein
JKMANJED_04217	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
JKMANJED_04218	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
JKMANJED_04219	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
JKMANJED_04220	CDS	966	ytfF			Inner membrane protein YtfF
JKMANJED_04221	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
JKMANJED_04222	CDS	381				hypothetical protein
JKMANJED_04223	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
JKMANJED_04224	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
JKMANJED_04225	CDS	939				hypothetical protein
JKMANJED_04226	CDS	555	ytfJ		COG3054	putative protein YtfJ
JKMANJED_04227	CDS	207				hypothetical protein
JKMANJED_04228	CDS	1344				hypothetical protein
JKMANJED_04229	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
JKMANJED_04230	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
JKMANJED_04231	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
JKMANJED_04232	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
JKMANJED_04233	CDS	252	chpS			Antitoxin ChpS
JKMANJED_04234	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
JKMANJED_04235	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
JKMANJED_04236	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
JKMANJED_04237	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
JKMANJED_04238	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
JKMANJED_04239	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
JKMANJED_04240	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
JKMANJED_04241	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
JKMANJED_04242	CDS	552				hypothetical protein
JKMANJED_04243	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
JKMANJED_04244	CDS	303	cybC		COG3783	Soluble cytochrome b562
JKMANJED_04245	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
JKMANJED_04246	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
JKMANJED_04247	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
JKMANJED_04248	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
JKMANJED_04249	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
JKMANJED_04250	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
JKMANJED_04251	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JKMANJED_04252	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
JKMANJED_04253	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
JKMANJED_04254	CDS	396	yjgH		COG0251	RutC family protein YjgH
JKMANJED_04255	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
JKMANJED_04256	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
JKMANJED_04257	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
JKMANJED_04258	CDS	1815	yjgL			putative protein YjgL
JKMANJED_04259	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
JKMANJED_04260	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
JKMANJED_04261	CDS	504				hypothetical protein
JKMANJED_04262	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
JKMANJED_04263	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
